Emotion,Comment
guilt,"Once I worked as a designer. A fitter was hard hit in a damage  
that occurred at the building site I had designed."
joy,My admittance to the University.
fear,A grenade blew out next to me.
sadness,Unrealisation of the desired profession (aviator).
disgust,Disgust with a subordinate.
guilt,Betraying someone's trust.
guilt,Friend's fiancT left her for me.
fear,"When in a car accident where car was total wipe off (wipe out, or  
write off)."
anger,With self at losing an important game that I should have won.
sadness,Death of grandfather (unexpected).
disgust,"Someone smoking on Electric train (Electric trains are  
non-smoking) with alcohol smell coming from person.  "
shame,When bathing at surf beach & lost togs.
anger,"I was angry at a University tutorial when an ignorant loudmouth  
persisted in trying to dominate the conversation."
sadness,"I left my home in Melbourne to come to Q'land to study and before  
I hopped in the car I hugged my mother and shook hands with my  
father. Sensing immediately my father's sadness, I also had a  
flood of the same emotion."
disgust,"When one of my parents verbally, personally abused the other."
shame,"I felt something akin to shame after a heavy night of drinking,  
along with waking up with a woman I had just met whose husband  
was an epileptic. I was later to know that she knew my mother."
guilt,"I felt guilty about talking negatively, and agreeing with a  
person who was doing likewise, about a non-present third person."
joy,Being in love for the first time.
anger,"As a child - about 8 years old - walking across a paddock - being  
set upon by another boy who claimed it was ""his land"" - being  
intimidated by the boy - crying, being punched, etc."
shame,"As a child - being sent to the shop by mother - buying some  
chocolate - getting caught by mother."
joy,"When I achieved my first 6 at University after a long string of  
3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded  
pass)."
fear,"One night going downstairs, and hearing a strong stirring of  
brances, which was not the wind."
anger,"I was informed by my flatmate that, when we'd moved into our  
flat, she'd expected us to buy our food separetely - this event  
actually happened some 5 months after our sharing began. Prior to  
this, she had said nothing."
sadness,"Having to decide on a termination of a pregnancy, after  
discussing it with friends, family and the man involved."
disgust,"When a friend didn't invite her own parents to her Graduation  
ceremony."
fear,"On embarking on University life. I came from a different city and  
did not know anybody at the Uni. I was frightened because my well  
known and loved friends, also all my security had been taken  
away."
sadness,"Upon moving away from home for the first time to a different  
city, I felt no longer ""under the wing"" of my parents even though  
they would always be there to help me. I felt a sense of loss, I  
was now all alone in the world, responsible for my own actions."
disgust,"I was sitting at a rock concert, listening to an extremely loud  
band. A tiny baby in a crawler had been left by his young mother,  
right out in the sun next to a speaker, and was screaming -  
probably in pain."
shame,"Because I was lazy and unthoughtful I did not get into contact  
with a very close friend when she shifted from the Gold Coast to  
Brisbane, for a month, despite her efforts to contact me. I felt  
shamed when I finally confronted her again."
guilt,"When I felt I had let my parents down, especially my mother, by  
having sexual intercourse for the first time, and a few times  
after that. Also, when I went on the Pill."
joy,"The weekend after I argued with my parents I went home again and  
they couldn't have been nicer. As soon as I walked in, Mum kissed  
me, then Dad, and thanked me for the birthday presents I'd left  
for him, including a very sentimental birthday card."
sadness,"A very close friend from Victoria visited me over the holidays.  
Having enjoyed his company immensely over 10 short days, I was  
overwhelmed by sadness when he left to return to Victoria. 
"
disgust,"One of my flatmates and I came back to the flat Monday morning,  
to find a real Mess, left by the guy we share with."
guilt,"When my Bictorian ""friend"" was staying at my house we ere going  
places together, and sleeping together. At the time I had a  
boyfriend locally. The first time I had to face him after  
sleeping with the guy from Melbourne I felt very guilty."
fear,"Attempted rape by 5 guys - held my arms behind my back and  
molested me, constantly threatening to beat me. Penetration did  
not occur as the driver of the car stopped that."
