Emotion,Comment
5,"I feel guilty as I am not working, and even my studies are not  
progressing."
0,"When my red-cheeked, content child runs to meet me in the yard of  
the kindergarten and gives me a moist kiss on my cheek."
1,"A neighbour's girl had disappeared and many people were looking  
for her.  Someone had gone to notify the police.  Something had  
certainly happened to her."
4,"One of my fellow students used questionable and unfair means to  
advance her studies faster than others.  I detested her."
5,"My friend told me in a fairly loud voice the blunders she  
committed last night."
6,"I stopped my car in front of a pedestrian crossing as a child was  
crossing the street.  The car driving in the next lane did not  
stop and the child got hurt.  Had I not stopped ..."
0,"After my vacations, one day after a lecture it occured to me to  
buy a rose for my mother.  We went together to a pub and my  
mother told me that she would be getting married next Spring.  I  
did not known about it and so was all the more glad."
1,"I work at a day care centre, and one day when the children were  
outdoors a four-year old boy disappeared from the yard.  I was  
not looking after them then, but as the manager it was me who was  
responsible."
2,"I was on vacation, and therefore I did not attend a meeting of  
the day care centre.  Nevertheless, the very day I came back they  
called me early morining to ask me ""what are you going to do  
about the matter ?"" (which had been discussed in the meeting).   
Then I got angry."
3,"The fact that my mother is getting married again (my mother and  
father divorced about 15 years ago) means that she will probably  
move to Turku, and our home, which is a one family house, will be  
sold (I myself have not been living at home for the past six  
years)."
4,"While travelling in a bus, there were three people sitting behind  
me (two men and a woman).  They were drunk and the conversation  
was unbelievable (about fucking, fellatio, etc...).  They tried  
to get others to take part in the conversation.  I loathed it and  
felt like crying."
5,"When I was seven years old, I stole a chewing-gum from a big  
glass bowl on the counter of a nearby shop, and I got caught."
0,"I had been away from home for a long time and when I came home I  
was delighted.  It was wonderful to see familiar, dear people and  
I was rejoycing in advance.  I had been feeling very lonely."
1,"I awoke at night and did not remember dreaming about antthing in  
particular.  I just felt oppressing fear, it was dark and all the  
others were sleeping."
2,"One winter day I, unwillingly, was outdoors with my younger  
brother (10 years younger than me).  I lost my temper on him and  
wanted to throw my brother down the snow bank we were on.  I  
pushed him but not as hard as I had wanted to. We were alone the  
two of us."
3,"I was on a class excursion, by boat to Stockholm.  At night my  
class mates prepared to clebrate their motive in life which was  
""life is merriment"".  I felt depressed about the way they sought  
happiness."
5,I gave a wrong answer at school.
1,When I was walking on a fairly out-of-the-way street.
2,"A friend of mine had promised to arrange me some tickets for a  
concert which I considered important.  He could not get them the  
way he thought he would, so he gave up the whole thing."
1,"When I was in the army, a room mate of mine came back from  
furlough and threatened another fellow with a knife."
2,"The last day of school is traditionally celebrated by singing a  
song about all the students who are leaving.  In the song  
about me, there were things which irritated me a lot."
3,"I worked for seven months in a factory, and made friends with a  
fellow worker.  Later, I visited my former fellow workers and was  
told that, while in the army, my friend had shot himself."
4,"The behaviour of a fellow towards me and some others in the army  
was really mean.  I detested this."
5,"I tried to date a girl, but she refused."
6,"While doing some calculation exercises, I neglected a part of it,  
though I had marked it as done.  By chance, I was asked to  
demonstrate this very part on the blackboard."
0,"In the army, my result at the shooting exercises got  
me a three day furlough."
2,"I read in the newspaper that the Student Lodging Fund was going  
to build new appartments for refugees (in my opinion this is the  
state's affair).  This is when only a fractoin of the students  
can find an appartment."
3,"I lead a rather secure life.  The only thing I can remember is a  
song from the nineteenth century which is against alcohol.  Both  
the melody and the word (although naive) effected my emotions."
5,"In primary school I once faltered while answering a question and  
the others started laughing."
6,"[ Generally when I am shopping I feel like I were guilty of all  
the thefts through the year (I have never stolen).]"
2,"While playing a ball game, I was just about to make a goal when I  
was thrown off my feet, and I failed to score the goal."
5,"I had misbehaved at a party and did not wish to meet the person  
in question later."
0,When I was in the sauna bath.
2,"When I came for the lesson, it was cancelled and I had to fill in  
a questionnaire instead."
3,"When my car froze, and I could not start it."
5,"When I was going downhill on skis, and fell down twice the first  
time."
